,Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
3525,11729.34017637688,38,4,Self_Employed,Tier_2,2345.868035275376,0.0,330.24811178304566,1526.1451067832677,785.7316267522964,438.75421302431374,424.7308293706966,852.1618311007503,522.5644029236349,662.4698682386181,298.79522861251496,8.07513707865494,947.16029766418,3541.870922512366,328.26156764404806,148.5670315250142,76.83812998473621,110.89314892037152,208.870047703542,0.3061732381626902,27.22706715621876,51.08440592622828
7879,41282.25283516194,44,1,Student,Tier_1,12384.67585054858,0.0,1100.8256653396743,5902.883821842416,2745.2141272495473,1524.8150662727635,1373.290609203374,2653.0488541787263,1627.9047831550852,2683.004041880023,1127.959781264395,14.36792826577355,5931.404473851335,8158.630234227356,1058.247516063986,146.8087458192292,247.4099407091689,139.16225937072429,492.2493511989138,53.238002199949435,59.632646985970005,59.21410052300852
16441,87318.27975547165,22,3,Retired,Tier_1,26195.483926641497,0.0,2787.5610008073336,11943.51490584583,6153.906823785529,3770.228228313115,2673.3907260314213,5762.920817175139,3024.918997154563,5945.583175546674,2516.4125471619054,12.81414331505744,11189.089508108926,16544.358607008646,1264.2777457599784,1665.5976752442232,963.696140392132,605.078242030119,953.6574361575742,65.9937081425896,260.3575108725618,349.71015206851695
16296,26142.760105549052,39,1,Self_Employed,Tier_2,5228.552021109811,4258.029587621245,947.356942959811,2756.228517251723,1883.9879242817908,1026.7466189623576,977.662317982068,1858.178142359821,1093.1431092897972,1978.7283846479588,441.8191612658193,8.092449492309253,2115.5896574371304,3692.327377816848,269.02749540865364,527.2744295607737,54.02446111918291,175.66565447069962,515.7623824355544,41.35468731176976,6.778653696616494,64.85716113117017
12566,45963.950577614574,60,2,Professional,Tier_2,9192.790115522916,2389.6560281396673,2290.9386793673207,6618.936741279868,2335.1139274125985,1456.606343470335,1627.1205188924955,3118.9860751254664,1531.0130671059517,4076.887445677283,1085.623083633032,13.577966308507117,6240.969723487367,10240.278551987642,1056.0133619027165,666.6799520806231,143.84256360943382,158.55565999177188,885.0064140698499,74.57000303164695,79.2186682788334,146.1757627217523
5252,20651.549070229554,64,2,Retired,Tier_3,3097.732360534433,3421.408215772886,1015.319661024112,2978.522706971677,1139.7636909337457,907.353990757566,829.969632438968,1458.6696726018251,1026.413823300946,1444.4875270890009,252.15719654343752,5.528543591153032,1141.7298925959997,3079.750592260956,356.8144002772144,99.87240693175288,259.2675978441283,82.16962829053193,256.44215114927886,20.769662673060488,1.1958287649156245,22.727339596683834
19393,127038.8131641797,47,3,Self_Employed,Tier_3,19055.821974626953,0.0,3893.533553027453,19007.331315764495,9818.773932136328,6061.325975770768,5521.0891005573585,9816.314171395705,4912.874955223083,12134.67177546312,3264.9334293559064,19.226694787057852,24425.3648681775,33552.14298085851,4861.133227098032,1367.851010882588,619.2111347626509,525.666144188401,1886.8473453989552,131.14680916581457,267.8176506510151,963.7862499915904
16796,9722.65446501109,45,0,Professional,Tier_1,2916.796339503327,0.0,332.827701676614,1264.2535056822014,654.068857725918,242.54774009228345,223.23161352894337,554.5996559976389,311.8413420414631,0.0,210.615028912911,8.424855474777695,819.1195869892049,3011.87267984979,131.75636343875473,111.161178691816,43.12050018760891,64.20761083093784,133.52502235562508,9.99187506549381,0.0,23.588349478074853
8094,31022.542529361926,23,2,Student,Tier_2,6204.508505872385,5625.685404315093,1187.965612877163,3230.599119783215,2144.6213330125033,1061.3467123011328,747.6061819069073,1464.1719798129693,1029.404459165815,2342.296985777054,476.03904769265847,7.8081269502482815,2422.2795038873433,5508.297186845026,694.3587362685108,601.9409823668014,95.50201912729317,192.7149953800773,197.4386842779251,24.032923601652477,7.778029990524537,33.940462179081216
322,15589.86206037899,38,3,Professional,Tier_2,3117.9724120757983,2810.9246448955096,383.9128069475662,2162.8576575172665,1236.1385654793287,715.2854143350439,352.767667978399,936.220466166713,508.59587505388265,1465.9118985498203,225.3713151887947,7.726040575553986,1204.4790684577774,1673.903336190866,610.3753120777104,68.38661301315716,107.7214930229022,103.6911971518788,67.56867488996582,22.90409125746381,38.44143138876269,13.427544697383205
9923,69321.9094011457,31,1,Self_Employed,Tier_2,13864.381880229144,8145.941922374313,1514.200541329096,9920.532798926206,4690.668254444158,2927.6075192994153,2604.078949334449,4370.9130123943305,2297.716063461523,6837.686767351606,1228.482729161406,12.73971659730802,8831.414797548588,10919.698962840062,1162.218049490412,956.634335814527,687.8952765513264,577.1213061838362,1117.1066507096425,98.8931611302843,7.123568951966539,238.8178685066208
7459,10204.213815722012,56,4,Professional,Tier_1,3061.264144716604,0.0,425.8111455823864,1231.0504248301818,568.2182763460305,328.6934905874911,438.31193273551565,576.4289395877913,458.24298183371144,969.1196094235172,243.67355394783323,9.220048010769982,940.8334129311932,1903.39931613095,292.9382408269559,121.19472879372408,98.23798424358202,39.39319023926232,48.4086545664866,10.29246762767444,25.493748570713013,20.438629541219672
19024,15124.429127027795,54,1,Professional,Tier_3,2268.6643690541696,1925.497040899804,581.3166757483423,2191.5453892155406,1124.5441298358917,543.1289369820588,537.3221377177837,1104.607700415119,522.6058443888995,1382.5832932207793,356.82130781452827,6.838729094066581,1034.3187350215303,2585.7923017348803,367.97056212214943,195.53510951802397,43.37887855720701,61.74307715132538,89.51346484784116,24.20314082503593,36.94250232896082,31.23464772784236
17553,115396.6132493726,61,4,Professional,Tier_2,23079.32264987452,21514.09948867364,5747.924901335366,14362.21429134474,8115.701568646376,4755.079202669099,2748.2569801712234,8715.676437569393,3865.977916403973,10072.96115458337,3095.4925374644163,15.395375700650414,9323.906120636457,9323.906120636457,3923.556730527863,735.5685599122937,569.3768447949625,789.6223595864884,1413.9266164005255,46.80702666088072,461.12206167680944,591.2321560451707
9119,90293.4936554392,45,1,Student,Tier_2,18058.69873108784,0.0,3634.554709427014,11378.097388533555,6031.114921814104,3411.51511894512,3427.840898483256,5713.812606537957,2958.623305840425,7945.8236628733,1932.3376747765349,14.85013047449413,13408.7016178118,25801.074637120088,2055.8706986530574,656.3536716821835,892.6915412833899,367.8622872724967,1670.4057861413175,106.84202864404966,148.39348741409472,126.71512039628628
16421,73407.82291251689,46,2,Professional,Tier_3,11011.173436877532,7130.45709991947,1586.4483614399735,7943.18177721476,4889.484135488283,3084.624699300991,2350.8665351767113,5723.014984742068,3022.5345322515627,6510.340828113331,2168.2033618177484,11.417097997391831,8381.043079673907,17987.49316017446,1572.624606667118,957.0033268929848,846.8167045239901,533.4425012153778,553.6922413345059,45.7638777367921,161.45627644201682,554.2118523694519
16060,23618.024812743588,37,3,Retired,Tier_2,4723.604962548718,0.0,965.4892276273378,2467.41936413897,1369.3519691282704,812.6384345531352,834.2396258773738,1829.863557522576,883.1945525988226,1183.6621346033558,398.2437584772952,8.659134841484578,2045.1166154307527,8150.317225667732,400.3628556598427,355.2744785976689,71.86753113592904,106.06080123691648,467.2218028611576,37.77111147540815,32.65203776423817,110.4670277993306
10120,222234.87417811764,25,3,Professional,Tier_3,33335.23112671764,0.0,6908.766211607675,29932.461334240023,12183.565788952708,6343.580790680636,4587.630971425868,14464.20789298786,10330.62278578538,19398.68571375174,3352.4209518788866,21.317270697204194,47374.40971214048,81397.7006100892,8768.823416781059,642.2432665096342,1049.198725864754,771.182498632754,2687.763672755779,452.8540025206721,261.5575516453751,926.7627550031276
19055,154704.16844338056,19,4,Self_Employed,Tier_2,30940.833688676114,0.0,6336.89158361577,16940.889474991618,10606.53062580579,6317.162477298329,3643.783896381781,7020.044389524663,5654.72134211483,12200.047158574302,2174.0843210335393,17.05049845026908,26377.83184294027,52869.17948536383,907.6663428905129,1374.1920779846566,1308.9382345442357,432.99947326133713,1381.9437769316587,119.78587089597804,322.87499057832906,142.95654948917726
3649,21248.725689132763,20,0,Self_Employed,Tier_1,6374.6177067398285,0.0,608.9065845067968,2499.6458829069634,1289.9617504545952,863.3203772189134,618.5230772333408,857.4134933609629,977.2894984210012,0.0,325.1354275606645,6.366424885681814,1352.784160163213,6833.911890729696,469.0517096576193,316.74511689928755,235.46694585989317,40.058713360473256,185.2498748095711,8.49650206814048,0.0,86.6623869290141
3941,80268.32799646861,47,1,Student,Tier_2,16053.665599293725,0.0,2489.1169185329263,12005.485762279524,4859.81488809259,2196.5249320111957,3648.997515186221,4221.018380732179,3652.8500096646735,4866.235573869992,1054.8502417214322,14.40149544955581,11559.839603845958,25219.768175084144,2624.7825446255383,890.1181621376132,304.11889560071563,497.3914923374114,406.8953461612376,58.117702942226224,228.57998017255863,141.4880092331201
17880,33297.527460286256,45,4,Retired,Tier_3,4994.629119042938,0.0,1386.751562335685,3969.876627559314,2511.8431948642856,734.6185259836359,1399.1173414164336,2138.1453903961014,1014.9760434930834,2406.673305904903,916.1316358792112,6.378610827320629,2123.9196918118787,11824.764713410665,305.25524641410044,260.2671873829851,187.9040958742873,75.1987670106908,209.4115485189494,34.700999551345234,89.18992571606869,242.58363681811124
16675,23162.033384549544,29,0,Student,Tier_2,4632.406676909909,0.0,561.7689656179498,3012.603879745977,1495.4079545186066,1152.9637373978485,1119.848840891451,1041.2954990271792,1147.8690140754009,0.0,336.1304806263891,7.504610700998517,1738.2204359457544,8661.738335738835,226.38549387168956,298.57635480123355,92.7378356094239,291.0772110017932,145.70347390249984,16.669202912104055,0.0,34.85120494168105
12630,140416.55236203104,41,4,Professional,Tier_3,21062.482854304657,0.0,4163.540277862777,15197.52603894713,10561.239394246706,4464.260583062294,3080.468703393041,8083.701277546488,6007.713605442109,9521.317331985363,2837.8993539427743,19.65762547966854,27602.55997479073,55436.40294129771,1300.9585191620552,1442.4982019132617,295.46343241148327,532.9505523769585,1667.4557375214415,293.3734277296849,37.64830322240695,233.55093795873023
11443,42228.62117470499,40,3,Professional,Tier_3,6334.293176205748,0.0,1036.9147747056809,6249.760385801626,2745.5459853097873,1572.631305121952,1687.5655403337687,3353.654733650008,1896.5219127988123,3917.535112157499,1093.2567138711256,12.74067966353369,5380.213350196321,12340.941534748978,1800.4969939926902,148.3125762181626,274.8742322812633,331.91946876360487,715.0448809611331,15.452121519327129,99.38861111145444,222.70440588368925
12157,52848.57099072526,34,2,Self_Employed,Tier_2,10569.714198145051,0.0,1855.1601908146056,7796.833453227906,3879.689254045625,2054.918658015202,2515.6089218144925,2865.4594109272452,2597.5925328910766,2714.022335669797,1116.133758178567,11.632885045760208,6147.813511678046,14883.438276995694,2172.1287083832754,384.3109365548857,263.1829647964098,575.7929997411376,671.3068189494015,14.731055808703449,100.35688475312747,106.54618319679992
13835,110950.8890694148,57,3,Professional,Tier_1,33285.266720824446,9393.216788697251,5134.017674376629,14787.431097647945,7474.417068182205,3001.5675996851287,3968.991940698539,6190.5916126624215,3514.2073875620677,5635.755784002387,3054.601036704214,23.72222241329195,15510.824358371568,15510.824358371568,913.4769798473932,1295.489736055193,278.6626335599153,372.51234253531663,1183.682149009918,54.423006190944946,46.62144991019013,469.739602415532
3434,184776.16211806235,49,4,Self_Employed,Tier_3,27716.424317709352,27542.964025816294,4036.462776038804,22251.30181258604,9925.853450061806,9165.338215382884,7670.644052783858,9288.94696371302,6288.852114968565,14368.643627718257,2419.2850450373617,18.246030267542864,33714.31446726573,44101.44571624609,4172.0977700204485,1864.457714997749,1790.4577436411118,411.6599477630684,520.37939677528,18.730050322056883,58.87732039079438,672.6002894777379
18739,31065.860640381103,18,0,Student,Tier_3,4659.879096057165,0.0,1464.4510031142645,4230.1106766814855,1565.3138331149432,1231.2935273944963,949.4673841303368,1391.7592130659643,1219.0198481895682,0.0,655.9646940241529,7.789495943706239,2419.873954459919,13698.60136460872,1201.3640801450133,388.1264674292881,277.02011501479836,235.0388190346154,70.21373196610709,6.735003645756707,0.0,174.34297094087887
17407,32105.7635827481,49,0,Retired,Tier_1,9631.729074824429,0.0,677.7951860081682,4559.059793677617,2175.0096322029117,1085.664765520106,1034.148215538265,2386.871517632987,1062.7043116662455,0.0,724.3533791503912,6.665857002889142,2140.124290111646,8768.427706526978,260.625038941079,298.39458702737477,268.1031247880594,220.2759048253438,183.2117841270221,15.145483087257384,0.0,123.38883903902398
15440,35782.39508366875,43,0,Professional,Tier_1,10734.718525100625,0.0,845.7847849375252,5045.689549971006,2053.56429881882,1469.231957219676,724.5102475706842,2397.152913779295,1410.297098370584,0.0,616.1782442367625,8.901954751976518,3185.3326195216623,10485.267463663771,770.0287010995936,578.359062261646,295.6130166700613,166.35838474171763,272.68976402889405,10.97716587530612,0.0,175.73641400677548
10406,33043.65505425475,44,0,Professional,Tier_1,9913.096516276424,0.0,869.3640019691157,4884.966740285749,2157.6593131889167,1204.9410402555957,1623.1130434442327,1465.746674919987,1560.829182328256,0.0,776.4102444686541,8.33409121385454,2753.8883526130467,8587.528297117817,1097.503125015459,605.9799234728152,290.8160048262361,427.363533326043,348.4127952089576,24.875342324749756,0.0,127.75436883912506
6517,33671.72818639294,40,0,Student,Tier_2,6734.345637278588,0.0,1317.9562753890116,4568.642891502108,1938.7012852372663,680.7896396098316,808.9071753955185,1502.302356970864,1646.2372229652535,0.0,909.6517137130096,6.135693870833089,2065.9941625360893,13564.193988331488,1272.2979026264634,490.8130260174251,49.39105309179138,144.41393161003194,290.90740145687596,6.104296558059165,0.0,188.2696146436207
971,17398.013893994455,31,0,Self_Employed,Tier_2,3479.602778798891,0.0,645.2788519455781,2238.0591236182795,1249.6083845691207,544.278761782979,666.454039572853,1003.403526849444,783.6037259333294,0.0,497.34734288969094,5.067828771731707,881.7015538297311,6290.377358034288,262.97718063568954,72.9298547775523,48.45510722759261,182.19495186979523,114.94661910625744,37.48912413576821,0.0,53.94678171358995
16487,27742.384885570707,53,4,Self_Employed,Tier_2,5548.476977114142,0.0,1041.6989934707092,3912.662140280752,2002.7307932363285,924.0692592508682,1063.132566664848,2041.0415942983457,986.2259182981734,1531.095461513235,298.3072916354747,9.269583684657425,2571.6035830877295,8392.94388980783,202.58328915629295,251.7150631779004,199.6547561115302,146.66157482935458,473.6345488121968,2.3580796817615504,40.59558002862224,50.82905979695008
19730,22300.34179384389,18,2,Professional,Tier_2,4460.068358768778,3898.281242196241,769.5612465418889,2545.2199426413895,1347.620706707915,522.0697914658267,614.0821638461782,1601.344306478882,677.4939822031369,1182.0175637932152,609.5434694774192,6.000273423499703,1338.081482005612,4073.039019723019,565.171388757288,378.74145955084094,127.13287487721726,94.52321896268924,474.0346430088889,6.469208728321555,43.77321692607931,177.25979372936874
13137,15167.26232456846,26,0,Self_Employed,Tier_2,3033.452464913692,0.0,659.9705362347034,2071.4269915378663,823.1238418794551,571.2850051152656,494.4225075526887,921.1558201098522,629.4951718969957,0.0,258.9745977569582,9.65119532311848,1463.8221121138622,5703.955387570983,248.14043025043463,67.5026156859,46.020725540784746,36.21666948424031,118.21504345819734,1.9524925627750311,0.0,44.33611373713707
3669,39336.27951827704,55,0,Professional,Tier_1,11800.883855483113,0.0,1962.271989295576,4000.364616395269,3121.067521723854,948.0615756660872,1483.3124295245184,2838.7060484945187,1542.9792256302478,0.0,446.8315168007523,7.361780167071103,2895.8504240401717,11191.800739263108,947.1514737500912,292.2031690838584,243.41963868649253,89.50674246054791,209.8112060797345,22.15906797182168,0.0,43.70587744445247
15983,22555.150394705503,30,3,Retired,Tier_2,4511.030078941101,0.0,872.9595687448709,2318.8829903967257,1535.5908878920975,601.7205899395677,718.7698048279913,1213.055385222606,971.0809314257518,2134.770484318945,350.849055346067,8.858918084806785,1998.1422973719348,7326.440617649781,563.3221740805226,76.91665845857717,36.85162907174604,174.49338668912353,136.95065058859646,48.5264828420054,0.1194434073983845,80.32353885773448
4058,64766.41182356933,44,3,Self_Employed,Tier_3,9714.9617735354,0.0,2390.5476166981907,8918.59089041436,4692.818350728339,1394.7939847850687,2668.979138363451,2972.012831927728,2942.771110311387,4740.415173329494,1753.547712485867,11.096619813201588,7186.882486713931,22576.97324099005,833.777628882283,441.7114530465296,264.51680442978113,477.9558970909464,334.31908436721096,42.307779058266405,61.85368396254898,267.7180396331704
14976,13918.506623366382,26,2,Student,Tier_2,2783.7013246732768,0.0,412.0048651104047,1987.2205932473496,807.8518815333392,334.8462379074873,582.4964202902584,1048.0762787991812,515.7491686404746,1069.2615377407392,156.58802837747754,8.942217768437327,1244.6231723757949,4220.710287046395,107.00187087933556,170.89182431235585,36.00249621576711,114.87091193297944,88.89748696332015,12.2081866807623,40.283185630996385,18.278527590099877
15698,76731.94595363767,22,2,Student,Tier_3,11509.791893045647,0.0,2102.3217520914664,10710.536486497213,4718.565707396355,3140.217419320044,2097.341355428131,4766.341129887833,2414.8835211075116,4003.888794491926,1954.428888870025,11.143798729918409,8550.853618623154,29313.629005501512,1528.259361646723,679.8175135980216,764.7101100957368,551.9076727078638,1174.050049136939,42.34949118327159,31.240967856044175,503.73953172065234
13829,10449.732166038491,59,3,Student,Tier_1,3134.9196498115475,0.0,211.65408668444545,1549.974233276415,762.4835945586892,405.62964331561426,502.0957236249455,660.5752169428536,504.1217597595346,885.2107707485891,218.2056747648102,8.705448356485208,909.696037105504,1614.8618125510493,163.88402377503746,74.7322630480876,101.19593927613523,33.66076384093408,190.082617525773,18.45979333605931,31.34908881431972,63.101997996381186
13419,39052.39507331231,23,1,Self_Employed,Tier_2,7810.479014662463,0.0,942.1070558608512,5531.5417654696985,1983.62909399822,1559.7580557792996,964.2201096721464,1757.8156345753582,1743.162493263978,3138.1582291977593,631.8117589051984,5.2042989480336015,2032.4033859823187,12989.71186192734,459.4305867619218,168.8479809958829,293.90451045825546,261.80173594058346,190.11740153706225,75.37752736440092,140.04608900323737,54.35224622780745
960,50167.91051619438,35,3,Student,Tier_1,15050.373154858313,8417.102850111414,1247.1805949067457,7026.936328462999,3796.324860821663,1709.695838072593,2494.2274235321765,3411.7739532684927,2498.6563723911545,4523.612746068517,1127.247216608041,14.86429629877777,0.0,-1135.2208229077223,1404.3040327072467,900.9162384531217,110.7390757788622,545.6515903608038,310.24792733630824,114.2383737637236,204.00084868143875,211.3280319826584
17744,81748.57375517434,30,1,Self_Employed,Tier_2,16349.714751034868,0.0,2313.4270815367113,8886.603946674755,5286.9033380062365,3946.340990665301,3196.542337881193,5333.517296962753,2596.378906910315,5527.456116216812,1049.974474197582,12.117063765100047,9905.52680897432,27261.714515087813,1062.3754875805766,728.455298217003,755.9177219202292,723.8702440032055,607.6555361755052,38.20512974257322,253.08774138728265,185.5564117129796
9864,32906.65025009794,62,1,Self_Employed,Tier_1,9871.99507502938,0.0,851.1555373058529,3705.218934463489,2364.456598533389,1079.160029152601,889.8291245220242,1513.780248918536,1013.3874646144784,3274.7240809412915,417.3549954624641,5.185746813076069,1706.455566634542,7925.588161154432,230.88948389110283,210.27051694181185,232.80216173476927,198.28826457661873,419.36314939888376,22.46653905891057,78.2501772259766,33.96348761594952
11263,10047.624241049263,22,2,Self_Employed,Tier_2,2009.5248482098532,0.0,326.32051816116757,1402.5817312217189,724.1727443246849,284.2934955098137,235.5915224570432,660.4873407439776,420.6827846847132,933.8344459668816,190.44060950265603,9.10452978778163,914.7889419906982,2859.6942002667565,168.1035540155728,132.1551112759135,49.68994787997986,32.01743990023048,179.8223016144524,4.137416879080868,13.250509266955024,21.94894903499737
15782,21710.039130189012,19,1,Student,Tier_2,4342.007826037802,0.0,461.2472792314311,2362.6147693640096,1618.569399949227,636.5543739355626,655.0276515430556,926.4137665670949,967.6740617178392,1414.717905653146,472.5343509598146,6.806001520837206,1477.585593375017,7852.677745230028,428.9501695598528,413.88125210444656,85.71592936700341,180.74401111498216,132.4647021295797,45.14247472416229,31.87539148886849,83.20989294370949
17196,75956.93261842811,47,2,Student,Tier_1,22787.079785528433,0.0,3297.6665916371016,9287.44783965562,5971.981090571162,3356.537379540373,2806.824403335368,3689.416845270636,2999.302423355967,6802.16671122111,1951.088426990053,13.167875390085182,10001.91423732558,13007.42112132228,2079.5602888398944,1218.1986707574397,661.9840438540632,286.3766886247802,535.4384119319443,141.00622933148782,244.1384342618592,432.8366569659089
7554,59463.25673067702,19,4,Self_Employed,Tier_1,17838.977019203106,9937.2226460624,1815.6719021171805,7821.427467896835,3900.633148918779,1589.275136671051,2574.680388331764,2695.510525277399,2493.944855235523,3523.5583760969107,1163.747238663222,14.66193559260932,4108.608026202848,4108.608026202848,880.808047915075,681.6005527775807,294.3997530589262,766.2265935841184,612.6392233847346,111.5347455190068,106.19436898558168,290.4073967553417
10498,81372.7379419436,27,1,Professional,Tier_2,16274.54758838872,12140.974311173442,1742.0577492374318,9208.784907181238,4680.382871736575,1648.4803280754622,4044.598906323879,3660.401493813514,4041.351000007769,7973.4245593201695,1903.9864634355588,13.570197766845045,11042.4414670183,14053.747763249834,2305.958278486533,260.243758906169,441.29084603533727,1142.929393119617,510.65382885551895,75.56913128994383,167.79362249929335,340.657922945882
17059,15411.46334974302,34,1,Self_Employed,Tier_2,3082.2926699486043,0.0,399.42380174780055,1925.0328730261103,825.68608062787,647.4958710176678,537.3931081440329,905.6793898951968,509.6847222453757,1360.682025964221,175.08202047008365,7.121061938943822,1097.4598508328268,5043.0107866560575,362.2987745259365,103.05688785014316,143.55687123233673,32.94205971472269,268.7580116352744,5.4026912644686025,41.99002131390297,21.254329581370968
17928,160473.1120716874,29,4,Professional,Tier_3,24070.96681075311,0.0,7956.861319476108,16544.54275698462,10571.124723855684,7040.742086746815,5803.912990902125,11912.795682663103,4849.252163300893,12495.19294975917,3037.920590632644,22.08109398853713,35434.21870287982,56189.79999661313,3006.579107646945,1075.5674284177028,1744.407921319468,476.8443421060443,2760.5121732286625,143.16475449296965,12.348029248993925,247.98300270181144
7085,5570.7580656995015,21,4,Retired,Tier_1,1671.2274197098504,992.3338322395884,151.93291984088137,734.4025067840719,407.5957062158382,117.32087648774665,243.48292731156124,227.47013336997307,193.348332050293,322.4156231917429,116.65205095925644,6.742403632414762,375.60299417476153,392.57573753869747,166.4604180376593,25.30004884237287,25.12539414369344,65.3355518082446,37.13290297104548,5.842938531534476,10.772433359836564,20.210147991234315
14753,8999.237776584789,48,4,Professional,Tier_1,2699.7713329754365,1720.3808340845892,401.18323262450576,1151.652462071583,502.1379424698706,358.11780853562686,332.7168107036317,616.0921941640523,361.61502094061655,700.5210813592042,164.43573558254712,9.992677932740044,0.0,-9.386678926875902,85.04622309693427,28.27401958915647,69.00797713158961,57.54390256264342,84.09546369431868,9.971797738968933,9.929498517680273,34.37474657791928
4519,14627.938975541816,57,1,Self_Employed,Tier_2,2925.5877951083635,0.0,662.421902122967,1590.298518444823,772.5749019835876,548.2699781884655,364.19066982115,1043.4640309846736,708.6386544400175,1423.4448464373488,269.61698538002946,8.268502062243222,1209.511435856355,4319.430692630389,83.48298061694211,125.832514731264,70.45630162942841,102.6324765980462,78.4685528956026,11.928750139106311,44.80037854974553,19.017587305036173
